Year,Month,sm_5cm,sm_20cm,sm_60cm
2003,October,0.109,0.121,0.136
2003,October,0.108,0.121,0.137
2003,November,0.107,0.121,0.137
2003,November,0.107,0.121,0.137
2003,November,0.107,0.121,0.137
2003,November,0.107,0.122,0.137
2003,November,0.106,0.121,0.137
2003,November,0.106,0.120,0.137
2003,November,0.108,0.119,0.136
2003,November,0.111,0.119,0.136
2003,November,0.113,0.119,0.136
2003,November,0.115,0.119,0.135
2003,November,0.118,0.119,0.135
2003,November,0.119,0.119,0.135
2003,November,0.119,0.119,0.135
2003,November,0.120,0.119,0.135
2003,November,0.125,0.118,0.135
2003,November,0.130,0.119,0.135
2003,November,0.136,0.119,0.135
2003,November,0.137,0.119,0.135
2003,November,0.137,0.119,0.135
2003,November,0.139,0.119,0.135
2003,November,0.140,0.119,0.135
2003,November,0.141,0.119,0.135
2003,November,0.139,0.119,0.135
2003,November,0.137,0.118,0.135
2003,November,0.138,0.118,0.134
2003,November,0.138,0.119,0.134
2003,November,0.138,0.119,0.134
2003,November,0.137,0.118,0.134
2003,November,0.137,0.118,0.134
2003,November,0.138,0.119,0.134
2003,December,0.138,0.119,0.134
2003,December,0.138,0.119,0.134
2003,December,0.137,0.119,0.134
2003,December,0.137,0.119,0.134
2003,December,0.136,0.119,0.134
2003,December,0.135,0.119,0.134
2003,December,0.135,0.119,0.134
2003,December,0.135,0.119,0.134
2003,December,0.134,0.119,0.134
2003,December,0.132,0.119,0.134
2003,December,0.132,0.119,0.134
2003,December,0.131,0.119,0.134
2003,December,0.130,0.119,0.134
2003,December,0.130,0.119,0.133
2003,December,0.130,0.119,0.133
2003,December,0.129,0.119,0.133
2003,December,0.128,0.119,0.133
2003,December,0.128,0.119,0.133
2003,December,0.127,0.119,0.133
2003,December,0.126,0.119,0.133
2003,December,0.126,0.119,0.133
2003,December,0.126,0.119,0.133
2003,December,0.124,0.119,0.133
2003,December,0.124,0.119,0.133
2003,December,0.123,0.119,0.133
2003,December,0.123,0.119,0.133
2003,December,0.122,0.120,0.133
2003,December,0.120,0.119,0.133
2003,December,0.119,0.119,0.133
2003,December,0.119,0.119,0.133
2003,December,0.119,0.119,0.133
2004,January,0.119,0.119,0.133
2004,January,0.119,0.120,0.133
2004,January,0.118,0.120,0.133
2004,January,0.117,0.120,0.133
2004,January,0.116,0.120,0.133
2004,January,0.115,0.119,0.133
2004,January,0.115,0.119,0.133
2004,January,0.115,0.119,0.133
2004,January,0.115,0.120,0.133
2004,January,0.114,0.120,0.133
2004,January,0.114,0.120,0.133
2004,January,0.113,0.120,0.133
2004,January,0.113,0.120,0.133
2004,January,0.113,0.120,0.133
2004,January,0.113,0.120,0.133
2004,January,0.113,0.120,0.132
2004,January,0.271,0.120,0.132
2004,January,0.307,0.193,0.132
2004,January,0.276,0.221,0.132
2004,January,0.264,0.223,0.132
2004,January,0.257,0.224,0.132
2004,January,0.253,0.224,0.132
2004,January,0.253,0.225,0.132
2004,January,0.252,0.226,0.132
2004,January,0.249,0.226,0.132
2004,January,0.244,0.225,0.132
2004,January,0.238,0.222,0.132
2004,January,0.238,0.220,0.132
2004,January,0.240,0.221,0.132
2004,January,0.238,0.221,0.132
2004,January,0.239,0.221,0.132
2004,February,0.237,0.221,0.132
2004,February,0.233,0.219,0.132
2004,February,0.232,0.218,0.132
2004,February,0.232,0.218,0.132
2004,February,0.231,0.218,0.132
2004,February,0.228,0.216,0.132
2004,February,0.228,0.215,0.132
2004,February,0.229,0.216,0.132
2004,February,0.228,0.216,0.132
2004,February,0.227,0.216,0.132
2004,February,0.227,0.216,0.132
2004,February,0.222,0.214,0.132
2004,February,0.218,0.211,0.132
2004,February,0.219,0.210,0.132
2004,February,0.219,0.210,0.132
2004,February,0.222,0.210,0.132
2004,February,0.223,0.211,0.132
2004,February,0.226,0.213,0.132
2004,February,0.228,0.215,0.132
2004,February,0.226,0.215,0.132
2004,February,0.226,0.215,0.132
2004,February,0.227,0.216,0.133
2004,February,0.227,0.216,0.133
2004,February,0.294,0.217,0.133
2004,February,0.323,0.263,0.132
2004,February,0.302,0.269,0.132
2004,February,0.289,0.264,0.132
2004,February,0.283,0.262,0.132
2004,February,0.328,0.282,0.132
2004,March,0.300,0.277,0.132
2004,March,0.287,0.270,0.132
2004,March,0.288,0.265,0.132
2004,March,0.323,0.279,0.132
2004,March,0.309,0.282,0.132
2004,March,0.302,0.278,0.132
2004,March,0.294,0.275,0.133
2004,March,0.288,0.272,0.133
2004,March,0.287,0.270,0.133
2004,March,0.284,0.269,0.134
2004,March,0.278,0.267,0.135
2004,March,0.314,0.274,0.136
2004,March,0.334,0.299,0.138
2004,March,0.311,0.290,0.154
2004,March,0.306,0.286,0.177
2004,March,0.299,0.283,0.201
2004,March,0.296,0.281,0.227
2004,March,0.294,0.280,0.239
2004,March,0.292,0.279,0.245
2004,March,0.292,0.280,0.249
2004,March,0.284,0.277,0.252
2004,March,0.278,0.272,0.252
2004,March,0.278,0.270,0.252
2004,March,0.279,0.270,0.252
2004,March,0.278,0.270,0.254
2004,March,0.273,0.269,0.255
2004,March,0.275,0.267,0.255
2004,March,0.269,0.265,0.255
2004,March,0.266,0.262,0.254
2004,March,0.265,0.261,0.253
2004,March,0.263,0.260,0.253
2004,April,0.261,0.259,0.253
2004,April,0.257,0.257,0.253
2004,April,0.255,0.252,0.252
2004,April,0.308,0.260,0.249
2004,April,0.330,0.297,0.246
2004,April,0.329,0.296,0.251
2004,April,0.339,0.308,0.264
2004,April,0.323,0.302,0.281
2004,April,0.355,0.325,0.299
2004,April,0.322,0.315,0.316
2004,April,0.308,0.302,0.309
2004,April,0.301,0.295,0.301
2004,April,0.300,0.291,0.295
2004,April,0.301,0.291,0.292
2004,April,0.301,0.291,0.291
2004,April,0.300,0.291,0.291
2004,April,0.294,0.290,0.291
2004,April,0.289,0.285,0.289
2004,April,0.286,0.282,0.287
2004,April,0.283,0.279,0.284
2004,April,0.278,0.275,0.280
2004,April,0.274,0.272,0.277
2004,April,0.271,0.270,0.275
2004,April,0.265,0.265,0.272
2004,April,0.263,0.263,0.269
2004,April,0.259,0.260,0.266
2004,April,0.255,0.258,0.264
2004,April,0.251,0.255,0.262
2004,April,0.248,0.253,0.259
2004,April,0.242,0.250,0.257
2004,May,0.232,0.243,0.254
2004,May,0.233,0.239,0.250
2004,May,0.235,0.240,0.247
2004,May,0.233,0.239,0.245
2004,May,0.230,0.237,0.243
2004,May,0.226,0.235,0.242
2004,May,0.221,0.232,0.240
2004,May,0.215,0.229,0.237
2004,May,0.220,0.223,0.235
2004,May,0.226,0.221,0.230
2004,May,0.223,0.218,0.225
2004,May,0.220,0.215,0.218
2004,May,0.212,0.210,0.211
2004,May,0.206,0.205,0.206
2004,May,0.201,0.202,0.203
2004,May,0.196,0.199,0.200
2004,May,0.193,0.195,0.196
2004,May,0.187,0.191,0.193
2004,May,0.180,0.187,0.190
2004,May,0.174,0.182,0.187
2004,May,0.168,0.179,0.185
2004,May,0.162,0.176,0.183
2004,May,0.155,0.172,0.179
2004,May,0.149,0.169,0.176
2004,May,0.143,0.168,0.174
2004,May,0.138,0.166,0.172
2004,May,0.133,0.165,0.170
2004,May,0.132,0.162,0.169
2004,May,0.131,0.162,0.166
2004,May,0.129,0.161,0.164
2004,May,0.127,0.160,0.163
2004,June,0.125,0.159,0.161
2004,June,0.122,0.159,0.160
2004,June,0.151,0.157,0.160
2004,June,0.223,0.154,0.160
2004,June,0.222,0.155,0.159
2004,June,0.210,0.155,0.158
2004,June,0.197,0.156,0.158
2004,June,0.184,0.156,0.158
2004,June,0.174,0.157,0.158
2004,June,0.166,0.157,0.158
2004,June,0.160,0.157,0.157
2004,June,0.155,0.155,0.157
2004,June,0.152,0.155,0.156
2004,June,0.149,0.155,0.155
2004,June,0.144,0.155,0.155
2004,June,0.139,0.155,0.155
2004,June,0.134,0.154,0.154
2004,June,0.130,0.153,0.154
2004,June,0.130,0.151,0.154
2004,June,0.135,0.150,0.153
2004,June,0.139,0.150,0.153
2004,June,0.139,0.150,0.153
2004,June,0.140,0.148,0.153
2004,June,0.142,0.148,0.152
2004,June,0.142,0.148,0.152
2004,June,0.144,0.149,0.152
2004,June,0.144,0.149,0.152
2004,June,0.142,0.149,0.152
2004,June,0.141,0.148,0.152
2004,June,0.142,0.147,0.151
2004,July,0.143,0.148,0.151
2004,July,0.143,0.149,0.151
2004,July,0.143,0.150,0.151
2004,July,0.142,0.149,0.151
2004,July,0.141,0.150,0.151
2004,July,0.140,0.150,0.151
2004,July,0.137,0.148,0.151
2004,July,0.139,0.148,0.151
2004,July,0.141,0.149,0.151
2004,July,0.141,0.149,0.151
2004,July,0.141,0.149,0.151
2004,July,0.140,0.149,0.151
2004,July,0.139,0.149,0.150
2004,July,0.138,0.149,0.150
2004,July,0.135,0.149,0.150
2004,July,0.132,0.149,0.150
2004,July,0.128,0.149,0.149
2004,July,0.125,0.148,0.149
2004,July,0.122,0.148,0.149
2004,July,0.120,0.148,0.148
2004,July,0.118,0.147,0.148
2004,July,0.118,0.146,0.148
2004,July,0.116,0.146,0.148
2004,July,0.115,0.145,0.147
2004,July,0.114,0.144,0.147
2004,July,0.114,0.142,0.146
2004,July,0.114,0.141,0.146
2004,July,0.116,0.141,0.145
2004,July,0.179,0.141,0.145
2004,July,0.218,0.141,0.145
2004,July,0.210,0.141,0.145
2004,August,0.196,0.142,0.145
2004,August,0.180,0.143,0.146
2004,August,0.165,0.144,0.146
2004,August,0.155,0.144,0.146
2004,August,0.149,0.145,0.146
2004,August,0.146,0.145,0.147
2004,August,0.214,0.143,0.147
2004,August,0.235,0.142,0.146
2004,August,0.217,0.142,0.146
2004,August,0.187,0.143,0.146
2004,August,0.167,0.142,0.146
2004,August,0.161,0.142,0.146
2004,August,0.158,0.141,0.146
2004,August,0.159,0.142,0.146
2004,August,0.157,0.142,0.145
2004,August,0.155,0.142,0.145
2004,August,0.152,0.142,0.145
2004,August,0.151,0.143,0.145
2004,August,0.150,0.143,0.145
2004,August,0.148,0.142,0.145
2004,August,0.150,0.142,0.145
2004,August,0.150,0.142,0.145
2004,August,0.151,0.143,0.145
2004,August,0.151,0.144,0.145
2004,August,0.149,0.144,0.146
2004,August,0.147,0.145,0.146
2004,August,0.145,0.145,0.146
2004,August,0.142,0.145,0.146
2004,August,0.140,0.144,0.146
2004,August,0.138,0.144,0.146
2004,August,0.134,0.142,0.146
2004,September,0.134,0.141,0.146
2004,September,0.134,0.141,0.145
2004,September,0.135,0.141,0.145
2004,September,0.136,0.141,0.145
2004,September,0.137,0.142,0.145
2004,September,0.136,0.141,0.145
2004,September,0.135,0.141,0.145
2004,September,0.134,0.141,0.145
2004,September,0.134,0.140,0.145
2004,September,0.133,0.140,0.145
2004,September,0.131,0.140,0.144
2004,September,0.130,0.141,0.144
2004,September,0.128,0.141,0.144
2004,September,0.126,0.141,0.145
2004,September,0.125,0.141,0.145
2004,September,0.123,0.141,0.145
2004,September,0.122,0.141,0.145
2004,September,0.121,0.141,0.145
2004,September,0.119,0.141,0.145
2004,September,0.119,0.141,0.145
2004,September,0.117,0.140,0.145
2004,September,0.122,0.138,0.145
2004,September,0.130,0.137,0.144
2004,September,0.137,0.137,0.144
2004,September,0.256,0.137,0.144
2004,September,0.321,0.137,0.143
2004,September,0.382,0.278,0.143
2004,September,0.366,0.342,0.142
2004,September,0.335,0.324,0.141
2004,September,0.343,0.324,0.142
2004,October,0.338,0.324,0.165
2004,October,0.315,0.313,0.201
2004,October,0.308,0.304,0.227
2004,October,0.314,0.305,0.245
2004,October,0.321,0.309,0.258
2004,October,0.365,0.342,0.297
2004,October,0.346,0.334,0.323
2004,October,0.328,0.326,0.322
2004,October,0.314,0.315,0.318
2004,October,0.307,0.308,0.312
2004,October,0.300,0.303,0.307
2004,October,0.293,0.297,0.303
2004,October,0.287,0.293,0.298
2004,October,0.280,0.286,0.294
2004,October,0.279,0.283,0.289
2004,October,0.275,0.281,0.286
2004,October,0.271,0.277,0.283
2004,October,0.270,0.275,0.280
2004,October,0.267,0.273,0.277
2004,October,0.263,0.270,0.275
2004,October,0.260,0.269,0.273
2004,October,0.257,0.267,0.272
2004,October,0.252,0.262,0.269
2004,October,0.248,0.259,0.266
2004,October,0.246,0.258,0.264
2004,October,0.247,0.258,0.263
2004,October,0.246,0.257,0.262
2004,October,0.244,0.256,0.262
2004,October,0.240,0.255,0.261
2004,October,0.230,0.249,0.258
2004,October,0.227,0.246,0.256
2004,November,0.223,0.242,0.253
2004,November,0.226,0.236,0.250
2004,November,0.311,0.238,0.246
2004,November,0.334,0.287,0.243
2004,November,0.326,0.298,0.253
2004,November,0.312,0.295,0.273
2004,November,0.303,0.293,0.280
2004,November,0.298,0.291,0.282
2004,November,0.294,0.289,0.282
2004,November,0.288,0.287,0.281
2004,November,0.280,0.280,0.279
2004,November,0.275,0.276,0.276
2004,November,0.287,0.274,0.274
2004,November,0.330,0.295,0.276
2004,November,0.375,0.340,0.321
2004,November,0.394,0.376,0.409
2004,November,0.371,0.359,0.383
2004,November,0.341,0.337,0.351
2004,November,0.326,0.326,0.332
2004,November,0.318,0.318,0.320
2004,November,0.333,0.320,0.316
2004,November,0.326,0.319,0.317
2004,November,0.353,0.334,0.325
2004,November,0.325,0.324,0.325
2004,November,0.314,0.314,0.317
2004,November,0.306,0.306,0.309
2004,November,0.299,0.301,0.303
2004,November,0.294,0.296,0.298
2004,November,0.287,0.292,0.293
2004,November,0.282,0.285,0.288
2004,December,0.280,0.282,0.284
2004,December,0.277,0.280,0.280
2004,December,0.276,0.277,0.278
2004,December,0.274,0.276,0.276
2004,December,0.276,0.276,0.274
2004,December,0.277,0.274,0.273
2004,December,0.278,0.277,0.272
2004,December,0.277,0.277,0.271
2004,December,0.277,0.276,0.271
2004,December,0.274,0.275,0.271
2004,December,0.272,0.273,0.269
2004,December,0.271,0.273,0.268
2004,December,0.266,0.270,0.267
2004,December,0.262,0.266,0.265
2004,December,0.260,0.264,0.264
2004,December,0.259,0.262,0.262
2004,December,0.258,0.261,0.260
2004,December,0.257,0.260,0.259
2004,December,0.256,0.259,0.258
2004,December,0.256,0.259,0.257
2004,December,0.254,0.258,0.256
2004,December,0.250,0.256,0.255
2004,December,0.248,0.253,0.254
2004,December,0.247,0.251,0.252
2004,December,0.247,0.250,0.251
2004,December,0.254,0.252,0.250
2004,December,0.255,0.254,0.249
2004,December,0.256,0.255,0.249
2004,December,0.257,0.257,0.250
2004,December,0.259,0.259,0.250
2004,December,0.257,0.258,0.251
2005,January,0.258,0.258,0.251
2005,January,0.258,0.259,0.251
2005,January,0.260,0.260,0.251
2005,January,0.258,0.259,0.252
2005,January,0.299,0.261,0.251
2005,January,0.293,0.270,0.251
2005,January,0.286,0.271,0.253
2005,January,0.281,0.270,0.254
2005,January,0.279,0.271,0.256
2005,January,0.276,0.271,0.257
2005,January,0.273,0.271,0.258
2005,January,0.270,0.270,0.258
2005,January,0.265,0.265,0.258
2005,January,0.261,0.263,0.256
2005,January,0.258,0.260,0.255
2005,January,0.254,0.258,0.254
2005,January,0.251,0.256,0.252
2005,January,0.253,0.255,0.251
2005,January,0.256,0.255,0.250
2005,January,0.256,0.257,0.250
2005,January,0.256,0.257,0.250
2005,January,0.254,0.256,0.249
2005,January,0.250,0.254,0.249
2005,January,0.250,0.253,0.248
2005,January,0.250,0.253,0.248
2005,January,0.247,0.252,0.247
2005,January,0.246,0.251,0.246
2005,January,0.290,0.250,0.246
2005,January,0.281,0.257,0.245
2005,January,0.273,0.258,0.245
2005,January,0.273,0.258,0.245
2005,February,0.277,0.256,0.245
2005,February,0.294,0.259,0.245
2005,February,0.284,0.263,0.245
2005,February,0.277,0.263,0.246
2005,February,0.273,0.262,0.247
2005,February,0.345,0.289,0.247
2005,February,0.316,0.293,0.251
2005,February,0.305,0.289,0.256
2005,February,0.297,0.287,0.260
2005,February,0.289,0.284,0.262
2005,February,0.287,0.281,0.262
2005,February,0.287,0.280,0.262
2005,February,0.287,0.280,0.262
2005,February,0.282,0.280,0.262
2005,February,0.279,0.278,0.262
2005,February,0.275,0.275,0.261
2005,February,0.271,0.272,0.261
2005,February,0.268,0.269,0.259
2005,February,0.273,0.269,0.258
2005,February,0.278,0.271,0.258
2005,February,0.274,0.272,0.257
2005,February,0.271,0.270,0.256
2005,February,0.270,0.269,0.256
2005,February,0.269,0.267,0.256
2005,February,0.269,0.267,0.255
2005,February,0.269,0.266,0.254
2005,February,0.268,0.266,0.254
2005,February,0.267,0.265,0.253
2005,March,0.266,0.264,0.252
2005,March,0.264,0.262,0.251
2005,March,0.262,0.262,0.251
2005,March,0.260,0.261,0.250
2005,March,0.258,0.259,0.250
2005,March,0.260,0.259,0.250
2005,March,0.259,0.258,0.249
2005,March,0.256,0.256,0.248
2005,March,0.252,0.254,0.247
2005,March,0.248,0.252,0.245
2005,March,0.242,0.249,0.244
2005,March,0.237,0.246,0.242
2005,March,0.229,0.242,0.240
2005,March,0.223,0.239,0.239
2005,March,0.218,0.236,0.237
2005,March,0.224,0.232,0.236
2005,March,0.243,0.232,0.234
2005,March,0.244,0.234,0.233
2005,March,0.241,0.235,0.232
2005,March,0.236,0.234,0.231
2005,March,0.231,0.231,0.230
2005,March,0.224,0.227,0.228
2005,March,0.218,0.225,0.226
2005,March,0.213,0.222,0.224
2005,March,0.206,0.218,0.223
2005,March,0.201,0.215,0.222
2005,March,0.199,0.212,0.221
2005,March,0.199,0.210,0.218
2005,March,0.196,0.206,0.215
2005,March,0.192,0.201,0.213
2005,March,0.187,0.197,0.211
2005,April,0.184,0.193,0.209
2005,April,0.182,0.190,0.206
2005,April,0.179,0.186,0.203
2005,April,0.177,0.182,0.201
2005,April,0.173,0.179,0.197
2005,April,0.171,0.175,0.194
2005,April,0.168,0.173,0.191
2005,April,0.167,0.171,0.188
2005,April,0.166,0.169,0.185
2005,April,0.165,0.167,0.182
2005,April,0.162,0.166,0.180
2005,April,0.161,0.164,0.178
2005,April,0.161,0.164,0.176
2005,April,0.161,0.164,0.174
2005,April,0.161,0.164,0.173
2005,April,0.160,0.163,0.172
2005,April,0.159,0.162,0.171
2005,April,0.159,0.162,0.170
2005,April,0.159,0.162,0.168
2005,April,0.157,0.161,0.167
2005,April,0.156,0.160,0.166
2005,April,0.154,0.159,0.165
2005,April,0.153,0.158,0.164
2005,April,0.150,0.157,0.163
2005,April,0.149,0.155,0.163
2005,April,0.149,0.155,0.162
2005,April,0.150,0.155,0.161
2005,April,0.151,0.155,0.161
2005,April,0.151,0.155,0.160
2005,April,0.150,0.154,0.160
2005,May,0.151,0.154,0.159
2005,May,0.149,0.154,0.159
2005,May,0.148,0.152,0.159
2005,May,0.148,0.152,0.158
2005,May,0.149,0.152,0.158
2005,May,0.151,0.153,0.158
2005,May,0.152,0.154,0.158
2005,May,0.152,0.154,0.158
2005,May,0.151,0.154,0.157
2005,May,0.151,0.154,0.157
2005,May,0.151,0.155,0.157
2005,May,0.151,0.155,0.157
2005,May,0.149,0.155,0.157
2005,May,0.147,0.155,0.157
2005,May,0.155,0.153,0.157
2005,May,0.189,0.152,0.157
2005,May,0.198,0.152,0.157
2005,May,0.195,0.153,0.157
2005,May,0.188,0.154,0.157
2005,May,0.180,0.155,0.157
2005,May,0.172,0.156,0.157
2005,May,0.165,0.156,0.158
2005,May,0.159,0.157,0.158
2005,May,0.155,0.156,0.158
2005,May,0.150,0.156,0.158
2005,May,0.147,0.154,0.158
2005,May,0.145,0.153,0.157
2005,May,0.144,0.152,0.157
2005,May,0.149,0.151,0.157
2005,May,0.158,0.152,0.157
2005,May,0.296,0.152,0.157
2005,June,0.340,0.153,0.157
2005,June,0.302,0.156,0.157
2005,June,0.298,0.158,0.157
2005,June,0.282,0.160,0.157
2005,June,0.263,0.163,0.157
2005,June,0.246,0.166,0.158
2005,June,0.230,0.170,0.158
2005,June,0.211,0.172,0.158
2005,June,0.194,0.173,0.159
2005,June,0.182,0.172,0.159
2005,June,0.174,0.170,0.159
2005,June,0.166,0.168,0.159
2005,June,0.160,0.165,0.159
2005,June,0.155,0.163,0.159
2005,June,0.152,0.160,0.159
2005,June,0.149,0.158,0.159
2005,June,0.145,0.156,0.159
2005,June,0.141,0.154,0.158
2005,June,0.138,0.153,0.158
2005,June,0.134,0.152,0.158
2005,June,0.131,0.150,0.158
2005,June,0.128,0.149,0.158
2005,June,0.125,0.147,0.158
2005,June,0.123,0.147,0.158
2005,June,0.121,0.146,0.157
2005,June,0.120,0.145,0.157
2005,June,0.119,0.145,0.157
2005,June,0.117,0.144,0.156
2005,June,0.116,0.144,0.156
2005,June,0.115,0.143,0.156
2005,July,0.115,0.142,0.156
2005,July,0.118,0.142,0.156
2005,July,0.123,0.142,0.155
2005,July,0.126,0.143,0.155
2005,July,0.165,0.142,0.155
2005,July,0.330,0.143,0.155
2005,July,0.307,0.147,0.155
2005,July,0.298,0.149,0.155
2005,July,0.287,0.151,0.155
2005,July,0.272,0.153,0.155
2005,July,0.259,0.155,0.155
2005,July,0.244,0.157,0.155
2005,July,0.224,0.158,0.155
2005,July,0.202,0.160,0.155
2005,July,0.183,0.160,0.155
2005,July,0.168,0.159,0.156
2005,July,0.160,0.158,0.156
2005,July,0.154,0.156,0.156
2005,July,0.150,0.153,0.156
2005,July,0.146,0.151,0.156
2005,July,0.141,0.150,0.156
2005,July,0.138,0.148,0.155
2005,July,0.135,0.147,0.155
2005,July,0.132,0.145,0.155
2005,July,0.129,0.145,0.154
2005,July,0.125,0.144,0.154
2005,July,0.124,0.142,0.154
2005,July,0.131,0.140,0.154
2005,July,0.138,0.141,0.153
2005,July,0.142,0.142,0.153
2005,July,0.144,0.143,0.153
2005,August,0.143,0.143,0.153
2005,August,0.141,0.144,0.153
2005,August,0.140,0.144,0.153
2005,August,0.138,0.143,0.153
2005,August,0.294,0.142,0.153
2005,August,0.276,0.141,0.153
2005,August,0.252,0.142,0.153
2005,August,0.232,0.143,0.153
2005,August,0.211,0.144,0.153
2005,August,0.189,0.144,0.153
2005,August,0.170,0.145,0.153
2005,August,0.158,0.145,0.153
2005,August,0.152,0.145,0.153
2005,August,0.149,0.143,0.153
2005,August,0.162,0.142,0.153
2005,August,0.180,0.142,0.153
2005,August,0.179,0.143,0.152
2005,August,0.171,0.144,0.153
2005,August,0.161,0.145,0.153
2005,August,0.153,0.145,0.153
2005,August,0.148,0.145,0.153
2005,August,0.147,0.144,0.153
2005,August,0.145,0.144,0.153
2005,August,0.143,0.144,0.152
2005,August,0.142,0.143,0.152
2005,August,0.140,0.143,0.152
2005,August,0.137,0.142,0.152
2005,August,0.137,0.141,0.152
